840 585  585 125411653180 6303 60223222323333323333333444444443444421121111333243233333311111111222223332333323223 50179282998998  37.465158 2697.4913661.069767  35.021778059     8.980752     9.096692    14.165461     7.557913311170.000005.0 1 25PUB05OCT2012
840 586  479 173321332180 6 03 70123321122123322133323444443342243222333232223211121111211111111212222332333222223 50183282998998  42.093206 7071.6586241.069767  39.347997160     9.690792     9.889872     9.141663    10.427932311080.000005.0 2 23PUB05OCT2012
840 587  449 129421253190 6303105122221112122232132223443344444442111223423123121121111211111111112222233333222222 50142282998998  47.077929 5413.9618001.069767  44.007629060    10.357512    10.518992    10.642012    10.783192311235.000005.0 1 24PUB05OCT2012
840 588  234 123421543175 7453 60111111144131344111444333433433332311114422122222222111111221111112223333333333333 50376282998998  53.401829 4806.1646081.069767  49.919101061     9.813672     9.889872    12.046002     9.778222311356.250005.0 1 24PUB05OCT2012
840 589  346 10941194999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999 50296282998998  62.224740 5475.7771401.069767  58.166605161999999.000009999999.000009999999.000009999999.000009399999.000009.0 1 25PUB05OCT2012
840 590  937  98411653180 7253 90122141432323214333312433333243332331333322222211121112212111212112223333322332222 50049282998998  74.540054 5590.5040401.069767  69.678746062     9.099462     9.485012     9.881652    10.783192311335.000005.0 1 34PUB05OCT2012
840 591  362  74411643180 5503 35223433332211122212223433333343332212223432112121122111111121112112222223333312221 50105282998998  90.580318 6793.5238531.069767  84.672906162     9.216942     9.485012    10.642012    11.164732311050.000005.0 1 24PUB05OCT2012
840 592  410  67419949180 6 03999122231131334131224123444433242342132333433334221221111311121112112222222333232232 50270282998998 106.803659 7476.2561321.069767  99.838203063     9.941222     9.618012     8.410613     8.965382391080.000005.0 1994PUB05OCT2012
840 593  136  60415653187 7 03 40112221222442223442224333333333333232325434223222132111111121112112293332333323323 50451282998998 135.015946 3510.4145901.069767 126.210558163     9.333972     9.618012     7.609453     9.213092311309.000005.0 1 34PUB05OCT2012
840 597  430  40411653180 6333 35221111122123123143121444444423332133335534224221122111111121122111123333333232233 50064282998998 194.150135 6601.1046011.191489 162.947435064    10.681252    11.147581     4.908713     9.483902311179.000005.0 1 65PUB05OCT2012
840 598  324  78414643180 7 03 30113343333333333333322334444434441122322333222333222211111111111112223323333333333 50385282998998 100.761462 7053.3023731.191489  84.567656164     8.608732     8.253832     9.881652     8.535062321260.000005.0 1 54PUB05OCT2012
840 599  367 140412543180 7163 90114433343444443444444444422222222222222333232222332212211111111112222222222222222 50128282998998  53.423863 8814.9373911.191489  44.837885065     6.671453     6.648053    10.642012     8.535062311308.000005.0 1 34PUB05OCT2012
